Text Command,Topic,Identifier,Action,One Hot Encoded Topic,One Hot Encoded Action,Verb/Noun
job with Social media advertising,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign in refresh to Social media advertising,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Social media advertising project is realized,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
start labor Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Social media advertising plan is complete,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Social media advertising task in review,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",in review
Social media advertising follow-up,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Social media advertising labor is blocked,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Social media advertising tax blocked,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
attribute project Social media advertising at risk,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
design Social media advertising complete,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
create green Social media advertising task,Task,Social media advertising,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
chore Social media advertising complete,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
throw Social media advertising complete,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Social media advertising see danger,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
problem with plan Social media advertising,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Social media advertising on cross,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
on aim project Social media advertising,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign labor Social media advertising in review,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign see Social media advertising on target,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign danger to Social media advertising throw,Project,Social media advertising,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
chore Social media advertising is blocked,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
labor Social media advertising is blocked,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Social media advertising project stake on track,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
risk Social media advertising design,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Social media advertising labor blocked,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Social media advertising project was complete,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",completed
assign task Social media advertising in critique,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
started chore Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Social media advertising in survey,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Social media advertising see is back on track,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Social media advertising project is consummated,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Social media advertising is over,Task,Social media advertising,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
job Social media advertising is in review,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
project Social media advertising was thorough,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Social media advertising project is thorough,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
offset Social media advertising task,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Social media advertising job is in review,Task,Social media advertising,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
chore Social media advertising is in progress,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
get Social media advertising task,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Social media advertising is on mark,Project,Social media advertising,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Social media advertising blocked,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign obstructed to Social media advertising task,Task,Social media advertising,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
go on task Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
task Social media advertising is in progress,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",in progress
make task called Social media advertising,Task,Social media advertising,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
go Social media advertising,Task,Social media advertising,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign Social media advertising project at adventure,Project,Social media advertising,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
realized Social media advertising,Project,Social media advertising,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
assign out of use to task Advertise product,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
created design called Advertise product,Project,Advertise product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
move Advertise product to realized,Project,Advertise product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
completed see Advertise product,Project,Advertise product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
risk design Advertise product,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign on objective to Advertise product project,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
designate project Advertise product on target,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
tax Advertise product is complete,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Advertise product throw was complete,Project,Advertise product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Advertise product task is sound,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
project Advertise product on docket,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Advertise product is on dog,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Advertise product design on target,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Advertise product green project,Project,Advertise product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
task Advertise product in advance,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Advertise product over,Project,Advertise product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
ascribe blocked to task Advertise product,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Advertise product in follow-up,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
job Advertise product is completed,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
assign Advertise product labor in progress,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Advertise product project chance,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
task Advertise product all,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
job with project Advertise product,Project,Advertise product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Advertise product project at hazard,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
project Advertise product is support on track,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Advertise product is on aim,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
start on job Advertise product,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Advertise product cast on target,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Advertise product project on dog,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
created Advertise product project,Project,Advertise product,Create,"[0,1]","[1,0,0,0,0]",created
Advertise product see is complete,Project,Advertise product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Advertise product was over,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
review labor Advertise product,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
designate in review to task Advertise product,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Advertise product task is thorough,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
novel project Advertise product,Project,Advertise product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
plan Advertise product back on track,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
attribute in progress to task Advertise product,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Advertise product project is on cover,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
there is a problem with Advertise product,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",problem
assign blocked to tax Advertise product,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
design Advertise product is in danger,Project,Advertise product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
labor Advertise product completed,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
assign in follow-up to Advertise product,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Advertise product is at hazard,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Advertise product stake on track,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Advertise product is thorough,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Advertise product is sound,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
task Advertise product was accomplished,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
there is a problem with Advertise product cast,Project,Advertise product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
project Advertise product on aim,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Advertise product project is at jeopardy,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
at jeopardy Advertise product,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
task Advertise product thorough,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
assign blocked to project Advertise product,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Advertise product design on track,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
problem with chore Advertise product,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign at adventure to Advertise product project,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
there is a problem with Advertise product task,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",problem
put in progress to Advertise product,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Advertise product project is on aim,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign at risk to throw Advertise product,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Advertise product project is in risk,Project,Advertise product,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Advertise product task was accomplished,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
create hot Advertise product,Task,Advertise product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
throw Advertise product on track,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
labor Advertise product was completed,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Advertise product project over,Project,Advertise product,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
created new task named Advertise product,Task,Advertise product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
create green project Advertise product,Project,Advertise product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign on objective to task Advertise product,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
designate completed status to Advertise product,Task,Advertise product,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
created new design called Advertise product,Project,Advertise product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Advertise product in recap,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
create new tax called Advertise product,Task,Advertise product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
create new labor Advertise product,Task,Advertise product,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
project Advertise product endorse on track,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
delegate Advertise product task in progress,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Advertise product task is in recap,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
starting on Advertise product project,Task,Advertise product,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
trouble with task Advertise product,Task,Advertise product,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
created new plan Advertise product,Project,Advertise product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Advertise product cast is back on track,Project,Advertise product,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
risk Advertise product,Project,Advertise product,At Risk,"[0,1]","[0,0,1,0,0]",risk
review Advertise product chore,Task,Advertise product,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
created plan Advertise product,Project,Advertise product,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
